stage,method,seed,status,path,timestamp
dirichlet_study,dirichlet_beta_0p5_fedprox,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_19_rounds.csv,1777516523.394866
dirichlet_study,dirichlet_beta_0p5_fedavg,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_23_rounds.csv,1777516546.403538
dirichlet_study,dirichlet_beta_0p5_fedprox,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_23_rounds.csv,1777516567.962037
dirichlet_study,dirichlet_beta_0p5_fedavg,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_29_rounds.csv,1777516583.9081888
dirichlet_study,dirichlet_beta_0p5_fedprox,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_29_rounds.csv,1777516598.188552
dirichlet_study,dirichlet_beta_0p5_fedavg,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_31_rounds.csv,1777516620.640147
dirichlet_study,dirichlet_beta_0p5_fedprox,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_31_rounds.csv,1777516641.84567
dirichlet_study,dirichlet_beta_0p5_fedavg,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_37_rounds.csv,1777516661.4869819
dirichlet_study,dirichlet_beta_0p5_fedprox,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_37_rounds.csv,1777516680.770756
dirichlet_study,dirichlet_beta_0p5_fedavg,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_41_rounds.csv,1777516700.513091
dirichlet_study,dirichlet_beta_0p5_fedprox,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_41_rounds.csv,1777516718.464161
dirichlet_study,dirichlet_beta_0p5_fedavg,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_43_rounds.csv,1777516748.6389408
dirichlet_study,dirichlet_beta_0p5_fedprox,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_43_rounds.csv,1777516774.575178
dirichlet_study,dirichlet_beta_0p5_fedavg,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_47_rounds.csv,1777516803.722238
dirichlet_study,dirichlet_beta_0p5_fedprox,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_47_rounds.csv,1777516831.823893
dirichlet_study,dirichlet_beta_1p0_fedavg,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_7_rounds.csv,1777516862.406083
dirichlet_study,dirichlet_beta_1p0_fedprox,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_7_rounds.csv,1777516892.107938
dirichlet_study,dirichlet_beta_1p0_fedavg,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_11_rounds.csv,1777516921.127626
dirichlet_study,dirichlet_beta_1p0_fedprox,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_11_rounds.csv,1777516948.527209
dirichlet_study,dirichlet_beta_1p0_fedavg,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_19_rounds.csv,1777516983.318322
dirichlet_study,dirichlet_beta_1p0_fedprox,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_19_rounds.csv,1777517017.479895
dirichlet_study,dirichlet_beta_1p0_fedavg,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_23_rounds.csv,1777517043.544408
dirichlet_study,dirichlet_beta_1p0_fedprox,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_23_rounds.csv,1777517068.638911
dirichlet_study,dirichlet_beta_1p0_fedavg,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_29_rounds.csv,1777517095.362133
dirichlet_study,dirichlet_beta_1p0_fedprox,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_29_rounds.csv,1777517120.803533
dirichlet_study,dirichlet_beta_1p0_fedavg,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_31_rounds.csv,1777517146.586588
dirichlet_study,dirichlet_beta_1p0_fedprox,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_31_rounds.csv,1777517172.677859
dirichlet_study,dirichlet_beta_1p0_fedavg,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_37_rounds.csv,1777517204.41994
dirichlet_study,dirichlet_beta_1p0_fedprox,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_37_rounds.csv,1777517235.745297
dirichlet_study,dirichlet_beta_1p0_fedavg,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_41_rounds.csv,1777517264.020898
dirichlet_study,dirichlet_beta_1p0_fedprox,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_41_rounds.csv,1777517291.444043
dirichlet_study,dirichlet_beta_1p0_fedavg,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_43_rounds.csv,1777517320.51305
dirichlet_study,dirichlet_beta_1p0_fedprox,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_43_rounds.csv,1777517357.320321
dirichlet_study,dirichlet_beta_1p0_fedavg,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedavg_seed_47_rounds.csv,1777517388.0945642
dirichlet_study,dirichlet_beta_1p0_fedprox,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_1p0_fedprox_seed_47_rounds.csv,1777517418.154482
dirichlet_study,dirichlet_beta_infinity_fedavg,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_7_rounds.csv,1777517435.90192
dirichlet_study,dirichlet_beta_infinity_fedprox,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_7_rounds.csv,1777517453.2496462
dirichlet_study,dirichlet_beta_infinity_fedavg,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_11_rounds.csv,1777517475.293941
dirichlet_study,dirichlet_beta_infinity_fedprox,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_11_rounds.csv,1777517498.131843
dirichlet_study,dirichlet_beta_infinity_fedavg,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_19_rounds.csv,1777517516.559011
dirichlet_study,dirichlet_beta_infinity_fedprox,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_19_rounds.csv,1777517536.3205462
dirichlet_study,dirichlet_beta_infinity_fedavg,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_23_rounds.csv,1777517551.585218
dirichlet_study,dirichlet_beta_infinity_fedprox,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_23_rounds.csv,1777517567.9301388
dirichlet_study,dirichlet_beta_infinity_fedavg,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_29_rounds.csv,1777517587.9262211
dirichlet_study,dirichlet_beta_infinity_fedprox,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_29_rounds.csv,1777517608.083731
dirichlet_study,dirichlet_beta_infinity_fedavg,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_31_rounds.csv,1777517629.0306408
dirichlet_study,dirichlet_beta_infinity_fedprox,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_31_rounds.csv,1777517647.921024
dirichlet_study,dirichlet_beta_infinity_fedavg,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_37_rounds.csv,1777517667.017531
dirichlet_study,dirichlet_beta_infinity_fedprox,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_37_rounds.csv,1777517687.3989482
dirichlet_study,dirichlet_beta_infinity_fedavg,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_41_rounds.csv,1777517708.094028
dirichlet_study,dirichlet_beta_infinity_fedprox,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_41_rounds.csv,1777517732.004114
dirichlet_study,dirichlet_beta_infinity_fedavg,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_43_rounds.csv,1777517755.136081
dirichlet_study,dirichlet_beta_infinity_fedprox,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_43_rounds.csv,1777517779.001246
dirichlet_study,dirichlet_beta_infinity_fedavg,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedavg_seed_47_rounds.csv,1777517801.574281
dirichlet_study,dirichlet_beta_infinity_fedprox,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_infinity_fedprox_seed_47_rounds.csv,1777517824.528651
